source	target
FGFR2	HLA-DRB1
FLT1	HLA-DRB1
FLT4	HLA-DRB1
FYN	HLA-DRB1
HIF1A	HLA-DRB1
HLA-A	HLA-DRB1
HLA-B	HLA-DRB1
AKT3	HLA-DRB1
LILRB2	HLA-DRB1
TLR6	HLA-DRB1
LILRB1	HLA-DRB1
MALT1	HLA-DRB1
AKAP13	HLA-DRB1
ADRA1A	IGF2
ADRB3	IGF2
ANGPT1	IGF2
AKR1C2	IGF2
GSDME	IGF2
EGFR	IGF2
FGF2	IGF2
FGFR1	IGF2
FGFR3	IGF2
FGFR2	IGF2
FLT1	IGF2
FLT4	IGF2
GATA3	IGF2
HLA-DRB1	IGF2
HMGB1	IGF2
HRAS	IGF2
HAX1	IGF2
HHLA2	IGF2
ADRA1A	FGF2
ADRB3	FGF2
APLNR	FGF2
AKT1	FGF2
CDH13	FGF2
COL3A1	FGF2
CSNK2B	FGF2
AKR1C2	FGF2
GSDME	FGF2
EGFR	FGF2
EGR3	FGF2
EPHA1	FGF2
EPHB4	FGF2
ERBB2	FGF2
ETS1	FGF2
EZH2	FGF2
PTK2B	FGF2
AKT3	FGF2
CCL26	FGF2
RAPGEF3	FGF2
HAX1	FGF2
ADRA1A	FGFR1
ADRB3	FGFR1
CSF1R	FGFR1
DDX5	FGFR1
GSDME	FGFR1
DYRK1A	FGFR1
EGFR	FGFR1
EPHA1	FGFR1
EPHA3	FGFR1
EPHA4	FGFR1
ERBB2	FGFR1
ERBB4	FGFR1
EZH2	FGFR1
PTK2B	FGFR1
FES	FGFR1
FGF2	FGFR1
FGF5	FGFR1
ABI1	FGFR1
DDX17	FGFR1
ADRB3	RAF1
AKT1	RAF1
ARAF	RAF1
DDX3X	RAF1
EGFR	RAF1
EP300	RAF1
HSF1	RAF1
MAP3K4	RAF1
MAP3K5	RAF1
NOS1	RAF1
NTRK3	RAF1
OPRD1	RAF1
PRKCZ	RAF1
AKAP9	RAF1
RAPGEF3	RAF1
HAX1	RAF1
AP2A1	PICALM
ANXA2	PICALM
CDH13	PICALM
CLTC	PICALM
DNM2	PICALM
ECT2	PICALM
EPS15	PICALM
EZH2	PICALM
FCGR2B	PICALM
GRB2	PICALM
RAPGEF1	PICALM
GSK3A	PICALM
HIP1	PICALM
HRAS	PICALM
CXCR2	PICALM
INPPL1	PICALM
LRP1	PICALM
AFDN	PICALM
NEDD4	PICALM
NF1	PICALM
NKX3-1	PICALM
NTRK1	PICALM
PIK3C2A	PICALM
PPP2R5A	PICALM
PTPN1	PICALM
RIT2	PICALM
TPR	PICALM
ALMS1	PICALM
CLTCL1	PICALM
CCL26	PICALM
RAPGEF3	PICALM
JAG1	HES1
HNRNPU	HES1
JAG1	NOTCH1
APC	NOTCH1
ATM	NOTCH1
CDKN1A	NOTCH1
CDKN1B	NOTCH1
CDKN2A	NOTCH1
CDKN2B	NOTCH1
CDKN2C	NOTCH1
COL3A1	NOTCH1
DDIT3	NOTCH1
DDX5	NOTCH1
EGR3	NOTCH1
ELN	NOTCH1
FGFR1	NOTCH1
FLT1	NOTCH1
FLT4	NOTCH1
FSHR	NOTCH1
GATA4	NOTCH1
HNRNPU	NOTCH1
HRAS	NOTCH1
HES1	NOTCH1
RBPJ	NOTCH1
INHBA	NOTCH1
IRF1	NOTCH1
IRF6	NOTCH1
KDR	NOTCH1
SMAD3	NOTCH1
SMAD6	NOTCH1
MCL1	NOTCH1
MLF1	NOTCH1
FOXO4	NOTCH1
MYC	NOTCH1
CITED2	NOTCH1
DDX17	NOTCH1
JAG1	STC1
RHOB	STC1
ATP2A2	STC1
DACH1	STC1
DRD3	STC1
EPHA1	STC1
FOXO3	STC1
GNAS	STC1
MET	STC1
MITF	STC1
AFDN	STC1
NF1	STC1
PDGFB	STC1
PTEN	STC1
PTPRK	STC1
SCN5A	STC1
PTPRU	STC1
LILRB2	STC1
CITED2	STC1
DLC1	STC1
LILRB1	STC1
PTPRT	STC1
JAG1	EPHA1
AGTR2	EPHA1
APLNR	EPHA1
CDH13	EPHA1
CDK6	EPHA1
CSF1R	EPHA1
DACH1	EPHA1
DYRK1A	EPHA1
ECT2	EPHA1
EGFR	EPHA1
EPHA2	EPHA1
ABI1	EPHA1
PTPRU	EPHA1
CITED2	EPHA1
DLC1	EPHA1
RAPGEF3	EPHA1
PTPRT	EPHA1
JAG1	NOTCH2
APC	NOTCH2
ATM	NOTCH2
CDKN1A	NOTCH2
CDKN1B	NOTCH2
CDKN2A	NOTCH2
CDKN2B	NOTCH2
CDKN2C	NOTCH2
DDIT3	NOTCH2
GATA4	NOTCH2
HRAS	NOTCH2
HES1	NOTCH2
RBPJ	NOTCH2
INHBA	NOTCH2
IRF1	NOTCH2
IRF6	NOTCH2
SMAD3	NOTCH2
MLF1	NOTCH2
FOXO4	NOTCH2
MYC	NOTCH2
NOTCH1	NOTCH2
RAPGEF3	NOTCH2
IQGAP2	NOTCH2
JAG1	PTPRK
AKT1	PTPRK
ANG	PTPRK
ANGPT1	PTPRK
APC	PTPRK
RHOA	PTPRK
RHOB	PTPRK
ATR	PTPRK
AZGP1	PTPRK
CDK6	PTPRK
CDKN1B	PTPRK
CHRNB2	PTPRK
COL1A2	PTPRK
COL3A1	PTPRK
COL5A1	PTPRK
CREBBP	PTPRK
CTNNB1	PTPRK
DACH1	PTPRK
EGFR	PTPRK
EPHA2	PTPRK
EP300	PTPRK
EPHA1	PTPRK
EPHB4	PTPRK
ERBB2	PTPRK
ERBB3	PTPRK
ERBB4	PTPRK
FGFR2	PTPRK
FGFR4	PTPRK
FOXO3	PTPRK
FLNA	PTPRK
FLT1	PTPRK
LRRC32	PTPRK
GATA3	PTPRK
HIF1A	PTPRK
HLA-DRB1	PTPRK
INHBA	PTPRK
ITGAV	PTPRK
JUN	PTPRK
LAMC1	PTPRK
SMAD2	PTPRK
SMAD3	PTPRK
SMAD4	PTPRK
MEN1	PTPRK
MITF	PTPRK
AFDN	PTPRK
NEDD4	PTPRK
NF1	PTPRK
NFATC2	PTPRK
NPM1	PTPRK
PDGFRA	PTPRK
PDGFRB	PTPRK
PDK2	PTPRK
PLCG1	PTPRK
POLD1	PTPRK
PPARG	PTPRK
MED1	PTPRK
PPP2R5A	PTPRK
PPP3CA	PTPRK
PPP6C	PTPRK
MAPK1	PTPRK
PTEN	PTPRK
PTK2	PTPRK
PTK6	PTPRK
PTPN1	PTPRK
PTPN6	PTPRK
PTPN12	PTPRK
PTPN13	PTPRK
AKT3	PTPRK
PTPRU	PTPRK
GPC6	PTPRK
LILRB2	PTPRK
CITED2	PTPRK
DLC1	PTPRK
SIX2	PTPRK
LILRB1	PTPRK
PTPRT	PTPRK
JAG1	HNRNPU
CDKN1B	HNRNPU
CYLD	HNRNPU
DDX5	HNRNPU
DHX9	HNRNPU
ELAVL1	HNRNPU
FMR1	HNRNPU
FUS	HNRNPU
NR3C1	HNRNPU
HNRNPC	HNRNPU
HNRNPL	HNRNPU
SYNCRIP	HNRNPU
DDX17	HNRNPU
JAG1	MITF
APC	MITF
RHOB	MITF
DACH1	MITF
EPHA1	MITF
FGA	MITF
FOXO3	MITF
JUN	MITF
LAMC1	MITF
LLGL1	MITF
MDM2	MITF
MDM4	MITF
PTPRU	MITF
CITED2	MITF
DLC1	MITF
PTPRT	MITF
JAG1	HOXA7
CDK6	HOXA7
CDKN2A	HOXA7
JAG1	CDH1
ANK3	CDH1
RHOB	CDH1
BRCA1	CDH1
ZFP36L1	CDH1
CD74	CDH1
CDK4	CDH1
CDK6	CDH1
CDKN1B	CDH1
CTNNA1	CDH1
CTNNB1	CDH1
DACH1	CDH1
EGFR	CDH1
EPHA2	CDH1
EPHA1	CDH1
FOXO3	CDH1
FLNA	CDH1
AFF2	CDH1
HIF1A	CDH1
IKBKB	CDH1
MITF	CDH1
AFDN	CDH1
MYC	CDH1
NF1	CDH1
NF2	CDH1
PIK3R1	CDH1
POU5F1	CDH1
PTCH1	CDH1
PTEN	CDH1
PTK2	CDH1
PTPRK	CDH1
SOX2	CDH1
STC1	CDH1
STXBP1	CDH1
NKX2-1	CDH1
TNF	CDH1
TP73	CDH1
TPR	CDH1
EZR	CDH1
TFEB	CDH1
RAB11A	CDH1
SLIT2	CDH1
SLC9A3R1	CDH1
ADIPOQ	CDH1
PTPRU	CDH1
TRIM28	CDH1
CITED2	CDH1
DLC1	CDH1
PTPRT	CDH1
JAG1	PTEN
AKT1	PTEN
APC	PTEN
RHOB	PTEN
CDKN1A	PTEN
CDKN1B	PTEN
CDKN2A	PTEN
CSNK1E	PTEN
CTNNB1	PTEN
DACH1	PTEN
DDIT3	PTEN
EPHA2	PTEN
EP300	PTEN
EPHA1	PTEN
ESR1	PTEN
FBLN1	PTEN
FOXO3	PTEN
GATA3	PTEN
FOXA1	PTEN
FOXA2	PTEN
IL1B	PTEN
INPP4A	PTEN
INPPL1	PTEN
KIT	PTEN
KRAS	PTEN
MEF2C	PTEN
MEN1	PTEN
MITF	PTEN
AFDN	PTEN
TRIM37	PTEN
NF1	PTEN
NTRK3	PTEN
DDR2	PTEN
PKD2	PTEN
PLK1	PTEN
PPARG	PTEN
PPP2R5A	PTEN
PPP3CA	PTEN
PPP6C	PTEN
PRKD1	PTEN
PRKG1	PTEN
INPP4B	PTEN
RANBP9	PTEN
PTPRU	PTEN
STUB1	PTEN
CITED2	PTEN
DLC1	PTEN
PTPRT	PTEN
JAG1	NKX2-1
RHOB	NKX2-1
COL4A1	NKX2-1
DACH1	NKX2-1
EPHA1	NKX2-1
BPTF	NKX2-1
FOXE1	NKX2-1
FOXO3	NKX2-1
GATA3	NKX2-1
FOXA1	NKX2-1
FOXA2	NKX2-1
SMAD6	NKX2-1
MITF	NKX2-1
AFDN	NKX2-1
NF1	NKX2-1
PTEN	NKX2-1
PTPN11	NKX2-1
PTPRK	NKX2-1
SKI	NKX2-1
SMARCA1	NKX2-1
STC1	NKX2-1
PTPRU	NKX2-1
STUB1	NKX2-1
CITED2	NKX2-1
DLC1	NKX2-1
PTPRT	NKX2-1
JAG1	NF1
RHOB	NF1
CHRNB2	NF1
DACH1	NF1
ECT2	NF1
EPHA1	NF1
EPHA3	NF1
ETS1	NF1
EZH2	NF1
FOXO3	NF1
RAPGEF1	NF1
GRM5	NF1
HRAS	NF1
MITF	NF1
AFDN	NF1
PTPRU	NF1
CCL26	NF1
CITED2	NF1
DLC1	NF1
RAPGEF3	NF1
PTPRT	NF1
JAG1	RBPJ
HIF1A	RBPJ
HES1	RBPJ
JAG1	FOXO3
CTNNB1	FOXO3
DACH1	FOXO3
EPHA1	FOXO3
ETS1	FOXO3
PTK2B	FOXO3
PTPRU	FOXO3
CITED2	FOXO3
DLC1	FOXO3
PTPRT	FOXO3
JAG1	MAML1
HES1	MAML1
RBPJ	MAML1
NOTCH1	MAML1
NOTCH2	MAML1
AGTR2	PTPA
HSP90AB1	PTPA
PDGFRB	PTPA
DLC1	PTPA
AGTR2	HSP90AB1
CDK4	HSP90AB1
CDKN2B	HSP90AB1
COL3A1	HSP90AB1
COL5A1	HSP90AB1
CREBBP	HSP90AB1
DAXX	HSP90AB1
EP300	HSP90AB1
FHIT	HSP90AB1
DNAJB2	HSP90AB1
HSPA4	HSP90AB1
CDC37	HSP90AB1
AGTR2	TNFSF10
BAX	TNFSF10
FOXL2	TNFSF10
CYLD	TNFSF10
DDX3X	TNFSF10
HMGB1	TNFSF10
MAP3K5	TNFSF10
MYC	TNFSF10
NKX3-1	TNFSF10
PML	TNFSF10
SYK	TNFSF10
TNF	TNFSF10
TP53	TNFSF10
TRAF2	TNFSF10
RIPK1	TNFSF10
BCL2L11	TNFSF10
MALT1	TNFSF10
AGTR2	NOS1
AKT1	NOS1
ARAF	NOS1
CPS1	NOS1
EGFR	NOS1
AKAP9	NOS1
KLF2	NOS1
RAPGEF3	NOS1
HAX1	NOS1
AGTR2	TSHR
DRD5	TSHR
EGFR	TSHR
EPHA1	TSHR
ERBB2	TSHR
PTK2B	TSHR
GNAS	TSHR
CXCR2	TSHR
MC1R	TSHR
AGTR2	PML
ANG	PML
APC	PML
ARNT	PML
CDKN1A	PML
CDKN1B	PML
CDKN2A	PML
CDKN2B	PML
CDKN2C	PML
CHRNB2	PML
COL3A1	PML
COL4A2	PML
CTNNB1	PML
CYLD	PML
DDIT3	PML
DDX3X	PML
EP300	PML
EPAS1	PML
ETS1	PML
FGA	PML
GTF2I	PML
HIF1A	PML
HNF4A	PML
HNRNPU	PML
HRAS	PML
IL6ST	PML
INHBA	PML
LAMC1	PML
LIFR	PML
LLGL1	PML
SMAD3	PML
SMAD4	PML
MCL1	PML
MDM2	PML
MDM4	PML
MITF	PML
KMT2A	PML
FOXO4	PML
NBN	PML
NFE2L2	PML
PCBP2	PML
TRIM28	PML
STUB1	PML
CITED2	PML
AGTR2	MAGI2
ANGPT1	MAGI2
DDIT3	MAGI2
EPHA2	MAGI2
FMR1	MAGI2
HSP90AB1	MAGI2
INSR	MAGI2
PDGFRB	MAGI2
PTPA	MAGI2
PTEN	MAGI2
SFRP4	MAGI2
XDH	MAGI2
SLC9A3R1	MAGI2
AGTR2	TRAF2
AKT1	TRAF2
BIRC3	TRAF2
B2M	TRAF2
BAX	TRAF2
BCL3	TRAF2
BRCA1	TRAF2
CTNNB1	TRAF2
CYLD	TRAF2
DDB2	TRAF2
DDIT3	TRAF2
EP300	TRAF2
ESR1	TRAF2
PTK2B	TRAF2
FOXO3	TRAF2
HIP1	TRAF2
HLA-A	TRAF2
FOXA1	TRAF2
IKBKB	TRAF2
IL1A	TRAF2
IL1B	TRAF2
IRF4	TRAF2
JAK2	TRAF2
KIT	TRAF2
MDM2	TRAF2
MAP3K4	TRAF2
MAP3K5	TRAF2
TRIM37	TRAF2
NF2	TRAF2
NFKBIA	TRAF2
DDR2	TRAF2
PML	TRAF2
PPARG	TRAF2
PTEN	TRAF2
PTPN11	TRAF2
RELA	TRAF2
TRIM27	TRAF2
SKP2	TRAF2
SMARCA4	TRAF2
SMARCB1	TRAF2
TCF3	TRAF2
TFDP1	TRAF2
TMSB4X	TRAF2
TNF	TRAF2
TP53	TRAF2
UBE2A	TRAF2
UBE2D1	TRAF2
CUL1	TRAF2
STUB1	TRAF2
TLR6	TRAF2
MALT1	TRAF2
AGTR2	CXCR2
CLTC	CXCR2
CMKLR1	CXCR2
DNM2	CXCR2
EGFR	CXCR2
EPHA1	CXCR2
ERBB2	CXCR2
PTK2B	CXCR2
FPR1	CXCR2
GRB2	CXCR2
PTGDR2	CXCR2
AGTR2	PTK2B
AKT1	PTK2B
CDH13	PTK2B
CDH17	PTK2B
CDK6	PTK2B
CDKN1A	PTK2B
COL3A1	PTK2B
CSF1R	PTK2B
CSPG4	PTK2B
DIAPH1	PTK2B
DYRK1A	PTK2B
EDNRB	PTK2B
EGFR	PTK2B
MARK2	PTK2B
EP300	PTK2B
EPB41	PTK2B
EPHA1	PTK2B
EPHA3	PTK2B
EPHA4	PTK2B
ERBB2	PTK2B
ERBB4	PTK2B
ETS1	PTK2B
ABI1	PTK2B
CCL26	PTK2B
DLC1	PTK2B
HAX1	PTK2B
WASF3	PTK2B
APLNR	XBP1
RHOA	XBP1
RHOH	XBP1
BAX	XBP1
BRCA1	XBP1
BTG1	XBP1
EPHA1	XBP1
ETS1	XBP1
FGF2	XBP1
FLT1	XBP1
GATA2	XBP1
GATA6	XBP1
HIF1A	XBP1
IL1B	XBP1
KDR	XBP1
PIK3R1	XBP1
PLCG1	XBP1
PRKD1	XBP1
RELA	XBP1
RRAS	XBP1
STIM1	XBP1
SYK	XBP1
THBS1	XBP1
TLR4	XBP1
TNFAIP3	XBP1
TNFRSF1B	XBP1
TRAF6	XBP1
LILRB2	XBP1
RAPGEF3	XBP1
APLNR	CXCR4
AREG	CXCR4
RHOA	CXCR4
CCR5	CXCR4
CCR7	CXCR4
CMKLR1	CXCR4
AKR1C2	CXCR4
DRD3	CXCR4
EDNRB	CXCR4
PTK2B	CXCR4
FES	CXCR4
FSHR	CXCR4
INSR	CXCR4
MME	CXCR4
OPRD1	CXCR4
PDGFRA	CXCR4
PIK3CG	CXCR4
PLCG1	CXCR4
RET	CXCR4
TRAF6	CXCR4
HAX1	CXCR4
AKAP13	CXCR4
PTGDR2	CXCR4
APLNR	STIM1
BCL2	STIM1
BRCA1	STIM1
EPHA1	STIM1
ETS1	STIM1
FGF2	STIM1
FLT1	STIM1
GATA2	STIM1
GATA6	STIM1
HIF1A	STIM1
IL1B	STIM1
KDR	STIM1
PLCG1	STIM1
PRKD1	STIM1
RRAS	STIM1
RAPGEF3	STIM1
APLNR	ARHGEF11
AREG	ARHGEF11
RHOA	ARHGEF11
CDH13	ARHGEF11
CCR5	ARHGEF11
CMKLR1	ARHGEF11
COL1A2	ARHGEF11
AKR1C2	ARHGEF11
DRD3	ARHGEF11
FSHR	ARHGEF11
INSR	ARHGEF11
OPRD1	ARHGEF11
PIK3CG	ARHGEF11
CXCR4	ARHGEF11
AKAP13	ARHGEF11
PTGDR2	ARHGEF11
APLNR	OPRD1
AKT1	OPRD1
ARAF	OPRD1
AREG	OPRD1
CCR5	OPRD1
CMKLR1	OPRD1
AKR1C2	OPRD1
DDX3X	OPRD1
DRD3	OPRD1
EGFR	OPRD1
EP300	OPRD1
EPAS1	OPRD1
FSHR	OPRD1
GATA6	OPRD1
HIF1A	OPRD1
HSF1	OPRD1
INSR	OPRD1
MYC	OPRD1
NKX3-1	OPRD1
NOS1	OPRD1
NTRK3	OPRD1
AKAP9	OPRD1
RAPGEF3	OPRD1
HAX1	OPRD1
AKAP13	OPRD1
PTGDR2	OPRD1
APLNR	ETS1
AKT1	ETS1
EGR1	ETS1
EPHA2	ETS1
EPHA1	ETS1
AKT3	ETS1
RAPGEF3	ETS1
APLNR	GATA6
EPHA2	GATA6
EPAS1	GATA6
EPHA1	GATA6
ETS1	GATA6
FGF2	GATA6
FLT1	GATA6
GATA2	GATA6
GATA4	GATA6
RAPGEF3	GATA6
APLNR	PLCG1
AKT1	PLCG1
ANG	PLCG1
ANGPT1	PLCG1
APC	PLCG1
AREG	PLCG1
RHOA	PLCG1
CCR5	PLCG1
COL5A1	PLCG1
EDNRB	PLCG1
EEF1A1	PLCG1
EGFR	PLCG1
EPHA2	PLCG1
EPHA1	PLCG1
ERBB2	PLCG1
ERBB4	PLCG1
ETS1	PLCG1
FGF2	PLCG1
FGFR4	PLCG1
FLT1	PLCG1
GATA2	PLCG1
GATA6	PLCG1
GRB2	PLCG1
HIF1A	PLCG1
HMGB1	PLCG1
IL1B	PLCG1
ITGA4	PLCG1
KDR	PLCG1
LAMC1	PLCG1
NFATC2	PLCG1
PDGFB	PLCG1
PDGFRB	PLCG1
PI4KA	PLCG1
AKT3	PLCG1
GPC6	PLCG1
RAPGEF3	PLCG1
SIX2	PLCG1
PTGDR2	PLCG1
APLNR	HIF1A
AKT1	HIF1A
ANG	HIF1A
ANGPT1	HIF1A
CDK4	HIF1A
CDK6	HIF1A
CHRNB2	HIF1A
DDX3X	HIF1A
GSDME	HIF1A
EGFR	HIF1A
EGR1	HIF1A
EP300	HIF1A
EPAS1	HIF1A
EPHA1	HIF1A
ERBB2	HIF1A
ERBB3	HIF1A
ERBB4	HIF1A
ETS1	HIF1A
FGF2	HIF1A
FLT1	HIF1A
FLT4	HIF1A
FMR1	HIF1A
AFF2	HIF1A
GATA2	HIF1A
GATA3	HIF1A
GATA6	HIF1A
NR3C1	HIF1A
HDAC1	HIF1A
HDAC2	HIF1A
AKT3	HIF1A
LILRB2	HIF1A
CITED2	HIF1A
RAPGEF3	HIF1A
LILRB1	HIF1A
APLNR	BRCA1
AKT1	BRCA1
ANGPT1	BRCA1
BIRC3	BRCA1
ARNT	BRCA1
ATM	BRCA1
BARD1	BRCA1
CENPF	BRCA1
RCC1	BRCA1
CTNNA1	BRCA1
CTNNB1	BRCA1
DDB2	BRCA1
DDIT3	BRCA1
DDX3X	BRCA1
DDX5	BRCA1
DHX9	BRCA1
GSDME	BRCA1
DNMT1	BRCA1
DNMT3B	BRCA1
EGFR	BRCA1
EPHA2	BRCA1
EP300	BRCA1
EPHA1	BRCA1
ERCC2	BRCA1
ERCC4	BRCA1
ERCC6	BRCA1
ESR1	BRCA1
ETS1	BRCA1
EYA1	BRCA1
BPTF	BRCA1
FGA	BRCA1
FGB	BRCA1
FGF2	BRCA1
FOXE1	BRCA1
FLT1	BRCA1
FLT4	BRCA1
FUS	BRCA1
GATA2	BRCA1
GATA6	BRCA1
GPX1	BRCA1
GSK3A	BRCA1
HIF1A	BRCA1
HMGB1	BRCA1
FOXA2	BRCA1
HNF4A	BRCA1
IKBKB	BRCA1
IL1B	BRCA1
INHBA	BRCA1
KDR	BRCA1
SMAD3	BRCA1
MAX	BRCA1
MDM2	BRCA1
FOXO4	BRCA1
MNAT1	BRCA1
MSH2	BRCA1
TRIM37	BRCA1
MYB	BRCA1
NBN	BRCA1
NEK2	BRCA1
NFE2L2	BRCA1
PAX2	BRCA1
PKD2	BRCA1
PLCG1	BRCA1
PLK1	BRCA1
PPP2R1A	BRCA1
PRKCB	BRCA1
PRKD1	BRCA1
PRKDC	BRCA1
RAD21	BRCA1
RAD51B	BRCA1
RELA	BRCA1
RRAS	BRCA1
SFPQ	BRCA1
SMARCB1	BRCA1
BCL2L11	BRCA1
HUWE1	BRCA1
TRIM28	BRCA1
FSTL3	BRCA1
STUB1	BRCA1
CITED2	BRCA1
NDC80	BRCA1
RAPGEF3	BRCA1
DDX17	BRCA1
POLQ	BRCA1
CHEK2	BRCA1
APLNR	BTG1
BRCA1	BTG1
EPHA1	BTG1
ETS1	BTG1
FGF2	BTG1
FLT1	BTG1
GATA2	BTG1
GATA6	BTG1
HIF1A	BTG1
IL1B	BTG1
KDR	BTG1
MEF2C	BTG1
PLCG1	BTG1
PRKD1	BTG1
RRAS	BTG1
STIM1	BTG1
BCL2L11	BTG1
RAPGEF3	BTG1
APLNR	AREG
AKT1	AREG
CCR5	AREG
CMKLR1	AREG
AKR1C2	AREG
DRD3	AREG
EGFR	AREG
FSHR	AREG
GRB2	AREG
INSR	AREG
AKAP13	AREG
PTGDR2	AREG
APLNR	GATA2
AKT1	GATA2
EGR1	GATA2
EPHA1	GATA2
ETS1	GATA2
FGA	GATA2
FGB	GATA2
FGF2	GATA2
FLT1	GATA2
GATA1	GATA2
AKT3	GATA2
RAPGEF3	GATA2
APLNR	FSHR
CCR5	FSHR
CMKLR1	FSHR
AKR1C2	FSHR
DRD3	FSHR
FLT1	FSHR
HAX1	FSHR
AKAP13	FSHR
PTGDR2	FSHR
AKT1	IKBKB
ANK3	IKBKB
CSNK1A1	IKBKB
CSNK1E	IKBKB
CSNK2A1	IKBKB
DHX9	IKBKB
GSDME	IKBKB
EGR1	IKBKB
EPHA2	IKBKB
MARK2	IKBKB
PTK2B	IKBKB
FOXO3	IKBKB
FLNA	IKBKB
MTOR	IKBKB
HLA-DRB1	IKBKB
TLR6	IKBKB
AKAP13	IKBKB
AKT1	PTPRC
CRP	PTPRC
EPHA1	PTPRC
FYN	PTPRC
GNAQ	PTPRC
HLA-A	PTPRC
HLA-DRB1	PTPRC
INHBA	PTPRC
ITGAV	PTPRC
NFATC2	PTPRC
FSTL3	PTPRC
MALT1	PTPRC
AKT1	TMSB4X
ANGPT1	TMSB4X
BCL3	TMSB4X
CDKN2A	TMSB4X
CMKLR1	TMSB4X
CYLD	TMSB4X
DDIT3	TMSB4X
DDX3X	TMSB4X
ETS1	TMSB4X
PTK2B	TMSB4X
FGF2	TMSB4X
FOXO3	TMSB4X
GATA2	TMSB4X
HIF1A	TMSB4X
HMGB1	TMSB4X
IKBKB	TMSB4X
JAK2	TMSB4X
KDR	TMSB4X
MET	TMSB4X
CD200	TMSB4X
TRIM37	TMSB4X
NFKBIA	TMSB4X
PDGFB	TMSB4X
PLCG1	TMSB4X
PRKD1	TMSB4X
MAP2K3	TMSB4X
RELA	TMSB4X
THBS1	TMSB4X
AKT3	TMSB4X
CELF1	TMSB4X
AKT1	PIK3CB
ALK	PIK3CB
ANGPT1	PIK3CB
AKR1C2	PIK3CB
S1PR1	PIK3CB
EGFR	PIK3CB
ERBB2	PIK3CB
ERBB3	PIK3CB
FGF2	PIK3CB
MTOR	PIK3CB
GATA3	PIK3CB
IGF2	PIK3CB
INSR	PIK3CB
IRS1	PIK3CB
LTK	PIK3CB
MAZ	PIK3CB
MST1R	PIK3CB
PIK3C2A	PIK3CB
PIK3C2B	PIK3CB
PIK3C2G	PIK3CB
PIK3CA	PIK3CB
PIK3CD	PIK3CB
PIK3R1	PIK3CB
PIK3R2	PIK3CB
PI4KA	PIK3CB
PIK3R3	PIK3CB
KLF2	PIK3CB
HAX1	PIK3CB
AKT1	BAX
BIRC3	BAX
FAS	BAX
CDKN1A	BAX
CSNK1E	BAX
CTNNB1	BAX
DDIT3	BAX
DDX3X	BAX
GSDME	BAX
EIF5A	BAX
EP300	BAX
ERBB4	BAX
ERCC2	BAX
ERCC3	BAX
FOXO1	BAX
FOXO3	BAX
FMR1	BAX
NRG1	BAX
HIF1A	BAX
HIP1	BAX
DNAJB2	BAX
INHBA	BAX
IRF1	BAX
LCK	BAX
SMAD3	BAX
MDM2	BAX
NF2	BAX
NKX3-1	BAX
OPRD1	BAX
PDCD2	BAX
PDGFB	BAX
PIK3R1	BAX
PPARD	BAX
PPARG	BAX
BCL2L10	BAX
BCL2L11	BAX
DLC1	BAX
NES	BAX
MALT1	BAX
AKT1	TCF3
CTNNB1	TCF3
DDIT3	TCF3
EP300	TCF3
ESR1	TCF3
FOXA1	TCF3
IL1B	TCF3
KIT	TCF3
TRIM37	TCF3
DDR2	TCF3
PPARG	TCF3
PTEN	TCF3
TRIM27	TCF3
SMARCA4	TCF3
SMARCB1	TCF3
AKT1	NFKBIA
CDKN2A	NFKBIA
CMKLR1	NFKBIA
CRP	NFKBIA
CYLD	NFKBIA
DDIT3	NFKBIA
ETS1	NFKBIA
PTK2B	NFKBIA
FOXO3	NFKBIA
GPS2	NFKBIA
IKBKB	NFKBIA
INHBA	NFKBIA
ITGAV	NFKBIA
JAK2	NFKBIA
CD200	NFKBIA
TRIM37	NFKBIA
AKT1	JUN
CHD1	JUN
COL1A2	JUN
COL3A1	JUN
DAXX	JUN
DNMT1	JUN
EGFR	JUN
EGR1	JUN
EP300	JUN
ETS1	JUN
LRRC32	JUN
GATA2	JUN
GATA3	JUN
NR3C1	JUN
HDAC1	JUN
HIF1A	JUN
HRAS	JUN
HSF1	JUN
TRIM28	JUN
AKT1	FLNA
CTNNB1	FLNA
DDIT3	FLNA
DRD3	FLNA
EGFR	FLNA
EPHA2	FLNA
ESR1	FLNA
PTPRU	FLNA
TRIM28	FLNA
STAG1	FLNA
STAG2	FLNA
CHEK2	FLNA
AKT1	PRKCG
ALK	PRKCG
EGFR	PRKCG
FLNA	PRKCG
MTOR	PRKCG
HMGB1	PRKCG
MDM4	PRKCG
PIK3CA	PRKCG
PIK3CB	PRKCG
PIK3CD	PRKCG
PIK3CG	PRKCG
PI4KA	PRKCG
U2AF2	PRKCG
AKT1	ALK
AKT1	HDAC9
AKT2	HDAC9
APOB	HDAC9
ZFP36L1	HDAC9
ELK4	HDAC9
FGF2	HDAC9
GATA2	HDAC9
GSK3A	HDAC9
HDAC1	HDAC9
HDAC2	HDAC9
INSR	HDAC9
IRS1	HDAC9
KDR	HDAC9
PIK3C2A	HDAC9
PPARG	HDAC9
PRKDC	HDAC9
IRS2	HDAC9
AKT3	HDAC9
AKT1	SMARCA4
ATRX	SMARCA4
BCL6	SMARCA4
BMPR2	SMARCA4
CDKN1A	SMARCA4
CDKN1B	SMARCA4
CDKN2A	SMARCA4
CDKN2C	SMARCA4
CHD1	SMARCA4
CSNK2A1	SMARCA4
