source	target
TRAF6	CD74
TWIST1	CD74
WNT2	CD74
CXCR4	CD74
RIPK1	CD74
IQGAP1	CD74
NRP1	CD74
SPHK1	CD74
BCL10	CD74
SLIT2	CD74
ADIPOQ	CD74
PTPRU	CD74
TLR6	CD74
CITED2	CD74
DLC1	CD74
IFITM3	CD74
HAX1	CD74
IFITM2	CD74
PTPRT	CD74
AKAP13	CD74
ABL1	RHOA
AKT1	RHOA
ANG	RHOA
APC	RHOA
CDH13	RHOA
CCR7	RHOA
COL1A2	RHOA
COL5A1	RHOA
DDX3X	RHOA
DRD3	RHOA
ECT2	RHOA
EGFR	RHOA
EPHA2	RHOA
EP300	RHOA
EPHA1	RHOA
EPHA3	RHOA
ERBB4	RHOA
ETS1	RHOA
EZH2	RHOA
FGFR1	RHOA
FGFR4	RHOA
FLNA	RHOA
FLT1	RHOA
MTOR	RHOA
GRB2	RHOA
IL1B	RHOA
ITGA4	RHOA
ITGAV	RHOA
ITGB7	RHOA
KIT	RHOA
KPNB1	RHOA
GPC6	RHOA
STAG1	RHOA
LILRB2	RHOA
DLC1	RHOA
RAPGEF3	RHOA
HAX1	RHOA
STAG2	RHOA
SIX2	RHOA
CHEK2	RHOA
ABL1	PTPN1
RHOA	PTPN1
CDH13	PTPN1
CSF1R	PTPN1
DUSP7	PTPN1
ERBB3	PTPN1
FLNA	PTPN1
GRB2	PTPN1
KIT	PTPN1
MYH9	PTPN1
PDGFB	PTPN1
PDGFRB	PTPN1
PPP2R5A	PTPN1
PPP3CA	PTPN1
PPP6C	PTPN1
PTEN	PTPN1
PTPRU	PTPN1
PTPRT	PTPN1
ABL1	NF2
JAG1	NF2
BIRC3	NF2
RHOA	NF2
MECOM	NF2
HIP1	NF2
ATXN3	NF2
SH2B3	NF2
RAPGEF3	NF2
MALT1	NF2
ABL1	CASP9
FAS	CASP9
ATR	CASP9
BAX	CASP9
BCL2	CASP9
BOK	CASP9
BRCA1	CASP9
CASP3	CASP9
CASP8	CASP9
CREBBP	CASP9
EPHA2	CASP9
EIF5A	CASP9
EP300	CASP9
ERCC2	CASP9
ERCC3	CASP9
FOXO1	CASP9
GRB2	CASP9
HIP1	CASP9
IRF1	CASP9
MCL1	CASP9
MDM2	CASP9
NEDD4	CASP9
NPM1	CASP9
POLD1	CASP9
PPARD	CASP9
PTPRK	CASP9
STK4	CASP9
TGFBR2	CASP9
TP53	CASP9
BCL2L10	CASP9
BCL2L11	CASP9
DLC1	CASP9
CHEK2	CASP9
ABL1	ABL2
CSF1R	ABL2
DYRK1A	ABL2
EGFR	ABL2
MARK2	ABL2
EP300	ABL2
EPHA1	ABL2
EPHA3	ABL2
EPHA4	ABL2
ERBB2	ABL2
ERBB4	ABL2
PTK2B	ABL2
FES	ABL2
FGF2	ABL2
FGFR1	ABL2
FGFR3	ABL2
FGFR2	ABL2
FGFR4	ABL2
FLT1	ABL2
FLT4	ABL2
FYN	ABL2
ABI1	ABL2
ABL1	KDR
ABL2	KDR
ADRA1A	KDR
ADRB3	KDR
APLNR	KDR
AKT1	KDR
ALDOA	KDR
ANG	KDR
ANGPT1	KDR
CDH13	KDR
COL4A1	KDR
CSF1R	KDR
GSDME	KDR
DIAPH1	KDR
DYRK1A	KDR
EGFR	KDR
EGR3	KDR
EPHA2	KDR
EPB41	KDR
EPHA1	KDR
EPHA3	KDR
EPHA4	KDR
ERBB2	KDR
ERBB4	KDR
ETS1	KDR
PTK2B	KDR
FES	KDR
FGA	KDR
FGB	KDR
FGF2	KDR
FGFR1	KDR
FGFR3	KDR
FGFR2	KDR
FGFR4	KDR
FLT1	KDR
FLT4	KDR
FSHR	KDR
FYN	KDR
GATA2	KDR
GATA3	KDR
GATA6	KDR
HGF	KDR
HIF1A	KDR
HLA-DRB1	KDR
HMGB1	KDR
HRAS	KDR
IGF2	KDR
IL1B	KDR
INSR	KDR
AKT3	KDR
ABI1	KDR
NAMPT	KDR
CCL26	KDR
DLC1	KDR
RAPGEF3	KDR
HAX1	KDR
WASF3	KDR
ABL1	HGF
ANGPT1	HGF
CSNK2A1	HGF
CSPG4	HGF
DDX3X	HGF
LPAR1	HGF
EPHA2	HGF
EPHB1	HGF
PTK2B	HGF
FGF2	HGF
FGFR4	HGF
FLT1	HGF
FSHR	HGF
GATA1	HGF
GPX1	HGF
HAX1	HGF
ABL1	HMGB1
ABL2	HMGB1
PARP4	HMGB1
ADRA1A	HMGB1
ADRB3	HMGB1
AKT1	HMGB1
ANGPT1	HMGB1
CR1	HMGB1
CSNK2B	HMGB1
DDIT3	HMGB1
DDX3X	HMGB1
DDX5	HMGB1
DHX9	HMGB1
GSDME	HMGB1
ETS1	HMGB1
PTK2B	HMGB1
BPTF	HMGB1
FGF2	HMGB1
FGFR1	HMGB1
FGFR3	HMGB1
FGFR2	HMGB1
FOXE1	HMGB1
FOXO1	HMGB1
FLT1	HMGB1
FLT4	HMGB1
FUS	HMGB1
GATA2	HMGB1
HIF1A	HMGB1
HLA-DRB1	HMGB1
AKT3	HMGB1
FSTL3	HMGB1
DDX17	HMGB1
LILRB1	HMGB1
MALT1	HMGB1
HHLA2	HMGB1
ABL1	BTK
ABL2	BTK
BLK	BTK
CSF1R	BTK
DYRK1A	BTK
EGFR	BTK
EPHA1	BTK
EPHA3	BTK
EPHA4	BTK
ERBB2	BTK
ERBB4	BTK
PTK2B	BTK
FES	BTK
FGFR1	BTK
FGFR3	BTK
FGFR2	BTK
FGFR4	BTK
FLT1	BTK
FLT4	BTK
FYN	BTK
INSR	BTK
KDR	BTK
KIT	BTK
LCK	BTK
LYN	BTK
NTRK1	BTK
DDR2	BTK
PDGFB	BTK
PDGFRA	BTK
PDGFRB	BTK
PTK2	BTK
PTPN6	BTK
SRC	BTK
ABI1	BTK
ABL1	RRAS
APLNR	RRAS
AKT1	RRAS
ANGPT1	RRAS
RHOB	RRAS
EGFR	RRAS
EPHA2	RRAS
EPHA1	RRAS
EPHA7	RRAS
EPHB1	RRAS
ERBB2	RRAS
ETS1	RRAS
PTK2B	RRAS
FGF2	RRAS
FLT1	RRAS
FLT4	RRAS
GATA2	RRAS
GATA3	RRAS
GATA6	RRAS
HIF1A	RRAS
IL1B	RRAS
KDR	RRAS
PIK3CG	RRAS
PLCG1	RRAS
PRKD1	RRAS
PTPN6	RRAS
PTPN11	RRAS
RAC1	RRAS
RAPGEF3	RRAS
ABL1	ACVR1
AKT1	ACVR1
ANGPT1	ACVR1
AR	ACVR1
CCND1	ACVR1
BMP5	ACVR1
BMP7	ACVR1
BMPR1A	ACVR1
BMPR2	ACVR1
CCNE1	ACVR1
CDK4	ACVR1
CDKN1A	ACVR1
CDKN1B	ACVR1
CDKN2A	ACVR1
CDKN2C	ACVR1
RCC1	ACVR1
COL1A2	ACVR1
COL3A1	ACVR1
CSNK2A1	ACVR1
CSNK2B	ACVR1
CSPG4	ACVR1
DDX5	ACVR1
E2F3	ACVR1
ERBB3	ACVR1
PTK2B	ACVR1
LRRC32	ACVR1
GATA1	ACVR1
GSK3A	ACVR1
HGF	ACVR1
HIVEP1	ACVR1
IL6ST	ACVR1
INHBA	ACVR1
ITGAV	ACVR1
JUN	ACVR1
SMAD2	ACVR1
SMAD3	ACVR1
SMAD4	ACVR1
SMAD6	ACVR1
DDR2	ACVR1
PDGFB	ACVR1
POLE	ACVR1
PRKD1	ACVR1
PRKDC	ACVR1
MAP2K1	ACVR1
PTK2	ACVR1
PTPN11	ACVR1
PTPRK	ACVR1
RELA	ACVR1
SKI	ACVR1
SOX11	ACVR1
SRC	ACVR1
TEC	ACVR1
TFAP2A	ACVR1
TGFBR1	ACVR1
TGFBR2	ACVR1
TGFBR3	ACVR1
USP9X	ACVR1
TP63	ACVR1
RIPK1	ACVR1
NRP1	ACVR1
FSTL3	ACVR1
HAX1	ACVR1
ABL1	PRKD1
ABL2	PRKD1
APLNR	PRKD1
AKT1	PRKD1
ANGPT1	PRKD1
FAS	PRKD1
RHOB	PRKD1
ATM	PRKD1
ATR	PRKD1
CDKN1A	PRKD1
CSNK1A1	PRKD1
CSNK1E	PRKD1
CSNK2A1	PRKD1
CSNK2B	PRKD1
CSPG4	PRKD1
DDX3X	PRKD1
DNMT1	PRKD1
EGR3	PRKD1
MARK2	PRKD1
EP300	PRKD1
EPHA1	PRKD1
EPHA3	PRKD1
STX2	PRKD1
ERBB2	PRKD1
ETS1	PRKD1
ETV5	PRKD1
PTK2B	PRKD1
FES	PRKD1
FGF2	PRKD1
FOXO1	PRKD1
FLT1	PRKD1
FLT4	PRKD1
MTOR	PRKD1
GATA2	PRKD1
GATA3	PRKD1
GATA6	PRKD1
RAPGEF1	PRKD1
GSK3A	PRKD1
HIF1A	PRKD1
HLA-DRB1	PRKD1
HMGB1	PRKD1
HRAS	PRKD1
IKBKB	PRKD1
IL1B	PRKD1
JUN	PRKD1
KDR	PRKD1
KRAS	PRKD1
LTK	PRKD1
LYN	PRKD1
SMAD4	PRKD1
MARK3	PRKD1
MAP3K5	PRKD1
MET	PRKD1
NOTCH1	PRKD1
NRAS	PRKD1
NTRK1	PRKD1
PDGFB	PRKD1
PIK3C2A	PRKD1
PIK3CG	PRKD1
PLCG1	PRKD1
PLK1	PRKD1
PRKACA	PRKD1
PRKCI	PRKD1
AKT3	PRKD1
TRIM28	PRKD1
STUB1	PRKD1
TLR6	PRKD1
RAPGEF3	PRKD1
AKAP13	PRKD1
ABL1	LYN
ABL2	LYN
CSF1R	LYN
DYRK1A	LYN
EGFR	LYN
EPHA2	LYN
MARK2	LYN
EP300	LYN
EPHA1	LYN
EPHA3	LYN
EPHA4	LYN
ERBB2	LYN
ERBB4	LYN
ETS1	LYN
PTK2B	LYN
FES	LYN
FGFR1	LYN
FGFR3	LYN
FGFR2	LYN
FGFR4	LYN
FLT1	LYN
FLT4	LYN
FYN	LYN
RAPGEF1	LYN
INSR	LYN
KDR	LYN
KIT	LYN
LCK	LYN
LTK	LYN
ABI1	LYN
PTPRT	LYN
ABL1	PTPN11
AKT1	PTPN11
AKT2	PTPN11
ANGPT1	PTPN11
COL3A1	PTPN11
COL4A1	PTPN11
CSPG4	PTPN11
DUSP7	PTPN11
EEF1A1	PTPN11
EPHA2	PTPN11
EPHA3	PTPN11
EPHA7	PTPN11
EPHB1	PTPN11
EPHB4	PTPN11
ERBB2	PTPN11
PTK2B	PTPN11
BPTF	PTPN11
FGF2	PTPN11
FGF5	PTPN11
FGFR1	PTPN11
FGFR3	PTPN11
FGFR2	PTPN11
FGFR4	PTPN11
GATA1	PTPN11
HGF	PTPN11
NRG1	PTPN11
IGF2	PTPN11
INSR	PTPN11
IRS1	PTPN11
LYN	PTPN11
NOTCH1	PTPN11
NTRK3	PTPN11
PDGFB	PTPN11
PLCG1	PTPN11
MED1	PTPN11
MAPK1	PTPN11
PTK2	PTPN11
PTPN1	PTPN11
PTPN2	PTPN11
PTPN6	PTPN11
CITED2	PTPN11
HAX1	PTPN11
PTPRT	PTPN11
ABL1	LCK
ABL2	LCK
CSF1R	LCK
DDIT3	LCK
GSDME	LCK
DYRK1A	LCK
EGFR	LCK
EPHA1	LCK
EPHA3	LCK
EPHA4	LCK
ERBB2	LCK
ERBB4	LCK
PTK2B	LCK
FES	LCK
FGA	LCK
FGB	LCK
FGFR1	LCK
FGFR3	LCK
FGFR2	LCK
FGFR4	LCK
FLT1	LCK
FLT4	LCK
FYN	LCK
GATA3	LCK
GATA4	LCK
GATA6	LCK
HIP1	LCK
IL1B	LCK
INHBA	LCK
INSR	LCK
KDR	LCK
KIT	LCK
ABI1	LCK
DLC1	LCK
ABL1	GRB2
AKT1	GRB2
CDKN1A	GRB2
CLTC	GRB2
DNM2	GRB2
ECT2	GRB2
EEF1D	GRB2
EGFR	GRB2
FLNA	GRB2
CHEK2	GRB2
ABL1	NTRK3
AKT1	NTRK3
ANG	NTRK3
ARAF	NTRK3
CDH13	NTRK3
COL3A1	NTRK3
ECT2	NTRK3
EGFR	NTRK3
EPHA2	NTRK3
EPHA1	NTRK3
ERBB2	NTRK3
ERBB4	NTRK3
FBLN1	NTRK3
FES	NTRK3
NRG1	NTRK3
HRAS	NTRK3
IL1B	NTRK3
INSR	NTRK3
KDR	NTRK3
KIT	NTRK3
LYN	NTRK3
MEN1	NTRK3
NOS1	NTRK3
NOTCH1	NTRK3
AKAP9	NTRK3
CITED2	NTRK3
RAPGEF3	NTRK3
HAX1	NTRK3
PTPRT	NTRK3
ABL1	CDC42
ADAM10	CDC42
AKT1	CDC42
APC	CDC42
RHOA	CDC42
BCL2	CDC42
CALR	CDC42
CDH17	CDC42
COL3A1	CDC42
CSNK2A1	CDC42
DDX3X	CDC42
DRD3	CDC42
ECT2	CDC42
EGFR	CDC42
ERBB2	CDC42
PTK2B	CDC42
FES	CDC42
FLNA	CDC42
FMR1	CDC42
H1-5	CDC42
H3-3A	CDC42
H3-3B	CDC42
HRAS	CDC42
INPPL1	CDC42
ITGB7	CDC42
ATXN3	CDC42
MYO1B	CDC42
MSN	CDC42
NCBP1	CDC42
NEK2	CDC42
NF2	CDC42
NTRK3	CDC42
PCBP1	CDC42
PCBP2	CDC42
PIK3C2G	CDC42
PI4KA	CDC42
PTK2	CDC42
PTN	CDC42
RAC1	CDC42
RREB1	CDC42
SRC	CDC42
TEC	CDC42
TGFBR1	CDC42
TRPM2	CDC42
CUL3	CDC42
PKP4	CDC42
NRP1	CDC42
SPHK1	CDC42
SLC9A3R1	CDC42
ARHGEF10	CDC42
RAPGEF3	CDC42
HAX1	CDC42
ABL1	PRSS3
CDH13	PRSS3
ABL1	NFE2L2
AKT1	NFE2L2
ANGPT1	NFE2L2
RHOB	NFE2L2
CTNNB1	NFE2L2
DDIT3	NFE2L2
DHX9	NFE2L2
GSDME	NFE2L2
ECT2	NFE2L2
FGA	NFE2L2
FGB	NFE2L2
GATA2	NFE2L2
GATA3	NFE2L2
GPX1	NFE2L2
HIF1A	NFE2L2
RBPJ	NFE2L2
IKBKB	NFE2L2
KDR	NFE2L2
MAP3K5	NFE2L2
STUB1	NFE2L2
KLF2	NFE2L2
ABL1	MCL1
AKT1	MCL1
COL3A1	MCL1
ERBB3	MCL1
MTOR	MCL1
GATA1	MCL1
IL1B	MCL1
IL6ST	MCL1
LEPR	MCL1
LIFR	MCL1
ABL1	KPNB1
AKT1	KPNB1
ANK3	KPNB1
E2F3	KPNB1
FLNA	KPNB1
STAG1	KPNB1
STAG2	KPNB1
CHEK2	KPNB1
ABL1	MDM2
ANK3	MDM2
APC	MDM2
FAS	MDM2
CDK4	MDM2
CDKN1A	MDM2
COL1A1	MDM2
CREBBP	MDM2
CSNK1A1	MDM2
CTSS	MDM2
DDB2	MDM2
EIF5A	MDM2
EP300	MDM2
ERCC2	MDM2
ERCC3	MDM2
FGA	MDM2
FOXO1	MDM2
FLNA	MDM2
GSK3A	MDM2
HIP1	MDM2
FOXA1	MDM2
HRAS	MDM2
HSF1	MDM2
HSP90AB1	MDM2
IRF1	MDM2
KPNB1	MDM2
LAMC1	MDM2
LLGL1	MDM2
BCL2L10	MDM2
STUB1	MDM2
DLC1	MDM2
OS9	MDM2
CHEK2	MDM2
ABL1	ITGB7
CDH17	ITGB7
COL3A1	ITGB7
EPHA1	ITGB7
PTK2B	ITGB7
FGA	ITGB7
FGB	ITGB7
FLNA	ITGB7
ITGA4	ITGB7
ITGAV	ITGB7
LILRB2	ITGB7
ABL1	RELA
PARP4	RELA
AKT1	RELA
AR	RELA
RHOA	RELA
RHOB	RELA
B2M	RELA
CREB1	RELA
CSF1R	RELA
CYLD	RELA
DDX3X	RELA
DHX9	RELA
GSDME	RELA
ECT2	RELA
EGFR	RELA
EGR1	RELA
EGR3	RELA
EP300	RELA
ETS1	RELA
PTK2B	RELA
FOXO3	RELA
FLT1	RELA
FLT4	RELA
GATA2	RELA
GATA3	RELA
NR3C1	RELA
HIF1A	RELA
HMGB1	RELA
HRAS	RELA
IKBKB	RELA
IL1A	RELA
IL1B	RELA
IL6ST	RELA
IRF5	RELA
ITGAV	RELA
JAK2	RELA
JUN	RELA
KDR	RELA
KIT	RELA
LIFR	RELA
SMAD3	RELA
MAP3K5	RELA
NR3C2	RELA
NFE2L2	RELA
NFKBIA	RELA
NOTCH1	RELA
PDGFB	RELA
POU5F1	RELA
PPARG	RELA
PRKD1	RELA
MAPK7	RELA
MAP2K3	RELA
LILRB2	RELA
PTPRT	RELA
ABL1	NTRK1
ABL2	NTRK1
AKT1	NTRK1
CSF1R	NTRK1
DYRK1A	NTRK1
ECT2	NTRK1
EGFR	NTRK1
MARK2	NTRK1
EP300	NTRK1
EPHA1	NTRK1
EPHA3	NTRK1
EPHA4	NTRK1
ERBB2	NTRK1
ERBB4	NTRK1
EZH2	NTRK1
PTK2B	NTRK1
FES	NTRK1
FGFR1	NTRK1
FGFR3	NTRK1
FGFR2	NTRK1
FGFR4	NTRK1
FLT1	NTRK1
FLT4	NTRK1
FYN	NTRK1
RAPGEF1	NTRK1
HRAS	NTRK1
IGF1R	NTRK1
INSR	NTRK1
KDR	NTRK1
KIT	NTRK1
LCK	NTRK1
LTK	NTRK1
LYN	NTRK1
AFDN	NTRK1
NF1	NTRK1
NOTCH1	NTRK1
NOTCH2	NTRK1
ABI1	NTRK1
CCL26	NTRK1
RAPGEF3	NTRK1
ABL1	PIK3CG
APLNR	PIK3CG
AKT1	PIK3CG
ALK	PIK3CG
ANGPT1	PIK3CG
AREG	PIK3CG
RHOB	PIK3CG
CCR5	PIK3CG
CMKLR1	PIK3CG
AKR1C2	PIK3CG
DRD3	PIK3CG
S1PR1	PIK3CG
EGFR	PIK3CG
ERBB2	PIK3CG
ERBB3	PIK3CG
ETS1	PIK3CG
EZH2	PIK3CG
PTK2B	PIK3CG
FGF2	PIK3CG
FGFR1	PIK3CG
FLT1	PIK3CG
FLT4	PIK3CG
MTOR	PIK3CG
FSHR	PIK3CG
GATA3	PIK3CG
HRAS	PIK3CG
IGF2	PIK3CG
INSR	PIK3CG
IRS1	PIK3CG
KDR	PIK3CG
LTK	PIK3CG
MAZ	PIK3CG
MST1R	PIK3CG
OPRD1	PIK3CG
PDGFB	PIK3CG
PIK3C2A	PIK3CG
PIK3C2B	PIK3CG
PIK3C2G	PIK3CG
PIK3CA	PIK3CG
PIK3CB	PIK3CG
PIK3CD	PIK3CG
PIK3R1	PIK3CG
PIK3R2	PIK3CG
PI4KA	PIK3CG
PIK3R3	PIK3CG
HAX1	PIK3CG
AKAP13	PIK3CG
PTGDR2	PIK3CG
ABL1	RHOB
JAG1	RHOB
AKT1	RHOB
ANGPT1	RHOB
ANK3	RHOB
APC	RHOB
CDKN1A	RHOB
CSNK2B	RHOB
CTNNB1	RHOB
DACH1	RHOB
ECT2	RHOB
EEF1D	RHOB
EPHA1	RHOB
ETS1	RHOB
PTK2B	RHOB
FGF2	RHOB
FOXO3	RHOB
FLT4	RHOB
GATA3	RHOB
GRB2	RHOB
KDR	RHOB
PTPRU	RHOB
CITED2	RHOB
DLC1	RHOB
PTPRT	RHOB
ABL1	BLK
ABL2	BLK
BCL2	BLK
CSF1R	BLK
DYRK1A	BLK
EGFR	BLK
EPHA1	BLK
EPHA3	BLK
EPHA4	BLK
ERBB2	BLK
ERBB4	BLK
PTK2B	BLK
FES	BLK
FGFR1	BLK
FGFR3	BLK
FGFR2	BLK
FGFR4	BLK
FLT1	BLK
FLT4	BLK
FYN	BLK
INSR	BLK
KDR	BLK
KIT	BLK
LCK	BLK
LYN	BLK
NFATC2	BLK
NTRK1	BLK
DDR2	BLK
PDGFB	BLK
PDGFRA	BLK
PDGFRB	BLK
PTK2	BLK
PTPN6	BLK
ABI1	BLK
ABL2	RET
ADRA1A	RET
ADRB3	RET
ANGPT1	RET
AKR1C2	RET
GSDME	RET
EGFR	RET
MARK2	RET
EP300	RET
EPHA3	RET
PTK2B	RET
FES	RET
FGF2	RET
FGFR1	RET
FGFR3	RET
FGFR2	RET
FLT1	RET
FLT4	RET
GATA3	RET
RAPGEF1	RET
NRG1	RET
HLA-DRB1	RET
HMGB1	RET
HRAS	RET
IGF2	RET
IL1B	RET
INSR	RET
KDR	RET
KIT	RET
LTK	RET
LYN	RET
MAZ	RET
MST1R	RET
NTRK1	RET
NTRK3	RET
PDGFB	RET
PIK3CB	RET
PIK3CG	RET
PRKCI	RET
PRKD1	RET
MAP2K1	RET
PTK2	RET
PTK6	RET
HAX1	RET
ABL2	LTK
AKT1	LTK
CSF1R	LTK
MARK2	LTK
EP300	LTK
EPHA3	LTK
ERBB2	LTK
ERBB3	LTK
PTK2B	LTK
FES	LTK
RAPGEF1	LTK
IRS1	LTK
CITED2	LTK
SIX2	LTK
ASCC3	LTK
ABL2	PTK6
ANG	PTK6
APC	PTK6
RHOA	PTK6
COL5A1	PTK6
EPHA2	PTK6
MARK2	PTK6
EP300	PTK6
EPHA3	PTK6
ERBB4	PTK6
PTK2B	PTK6
FES	PTK6
FGFR4	PTK6
FLT1	PTK6
RAPGEF1	PTK6
LAMC1	PTK6
LTK	PTK6
LYN	PTK6
NFATC2	PTK6
NTRK1	PTK6
PDGFRB	PTK6
PLCG1	PTK6
PRKCI	PTK6
PRKD1	PTK6
GPC6	PTK6
SIX2	PTK6
ABL2	RAPGEF1
AKT1	RAPGEF1
ECT2	RAPGEF1
MARK2	RAPGEF1
EP300	RAPGEF1
EPHA3	RAPGEF1
EZH2	RAPGEF1
PTK2B	RAPGEF1
FES	RAPGEF1
AKAP9	RAPGEF1
CCL26	RAPGEF1
RAPGEF3	RAPGEF1
ABL2	PRKCI
AKT1	PRKCI
ATM	PRKCI
ATR	PRKCI
CSNK1A1	PRKCI
CSNK1E	PRKCI
CSNK2A1	PRKCI
MARK2	PRKCI
EP300	PRKCI
EPHA3	PRKCI
PTK2B	PRKCI
FES	PRKCI
MTOR	PRKCI
RAPGEF1	PRKCI
IKBKB	PRKCI
ITGA4	PRKCI
LTK	PRKCI
LYN	PRKCI
SMAD3	PRKCI
MARK3	PRKCI
NTRK1	PRKCI
PDGFB	PRKCI
PLCG1	PRKCI
PLK1	PRKCI
PRKACA	PRKCI
ACTB	TJP1
ANGPT1	TJP1
DIAPH1	TJP1
FGF2	TJP1
RAPGEF1	TJP1
JAK1	TJP1
SMAD3	TJP1
AFDN	TJP1
MYH9	TJP1
PRKACA	TJP1
PRKCI	TJP1
S100A1	TJP1
PTPRU	TJP1
ACTB	TGFBR1
ADAM10	TGFBR1
AKT1	TGFBR1
ANGPT1	TGFBR1
FAS	TGFBR1
AR	TGFBR1
ATM	TGFBR1
ATR	TGFBR1
BCL2	TGFBR1
BMP5	TGFBR1
BMP7	TGFBR1
BMPR1A	TGFBR1
BMPR2	TGFBR1
DST	TGFBR1
BRAF	TGFBR1
ZFP36L1	TGFBR1
ZFP36L2	TGFBR1
CHRNB2	TGFBR1
CCR5	TGFBR1
COL1A2	TGFBR1
COL3A1	TGFBR1
CSNK1A1	TGFBR1
CSNK1E	TGFBR1
CSNK2A1	TGFBR1
CSNK2B	TGFBR1
DAXX	TGFBR1
AKR1C2	TGFBR1
DDX3X	TGFBR1
DDX5	TGFBR1
EGFR	TGFBR1
EPHA2	TGFBR1
MARK2	TGFBR1
ERBB2	TGFBR1
ERBB3	TGFBR1
ERBB4	TGFBR1
ETS1	TGFBR1
FGF2	TGFBR1
FGFR1	TGFBR1
MTOR	TGFBR1
LRRC32	TGFBR1
GATA3	TGFBR1
NR3C1	TGFBR1
GSK3A	TGFBR1
H1-5	TGFBR1
H3-3A	TGFBR1
H3-3B	TGFBR1
HIF1A	TGFBR1
HLA-DRB1	TGFBR1
DNAJB2	TGFBR1
HSP90AB1	TGFBR1
IGF2	TGFBR1
IKBKB	TGFBR1
INHBA	TGFBR1
INSR	TGFBR1
ITGAV	TGFBR1
JUN	TGFBR1
LYN	TGFBR1
SMAD2	TGFBR1
SMAD3	TGFBR1
SMAD4	TGFBR1
MARK3	TGFBR1
MAZ	TGFBR1
MEF2C	TGFBR1
MAP3K4	TGFBR1
MAP3K5	TGFBR1
MST1R	TGFBR1
NCBP1	TGFBR1
NKX3-1	TGFBR1
NOTCH1	TGFBR1
NOTCH4	TGFBR1
PDGFB	TGFBR1
PDGFRB	TGFBR1
PIK3CB	TGFBR1
PIK3CG	TGFBR1
PLK1	TGFBR1
PPARG	TGFBR1
PRKACA	TGFBR1
PRKCI	TGFBR1
PRKD1	TGFBR1
PRKCZ	TGFBR1
PRKDC	TGFBR1
MAPK1	TGFBR1
MAPK7	TGFBR1
MAP2K1	TGFBR1
PTK2	TGFBR1
PTPRK	TGFBR1
RAC1	TGFBR1
RAF1	TGFBR1
RARA	TGFBR1
RASA1	TGFBR1
RELA	TGFBR1
RET	TGFBR1
SOX5	TGFBR1
SOX9	TGFBR1
SRC	TGFBR1
STK4	TGFBR1
AURKA	TGFBR1
TCF7L2	TGFBR1
AKT3	TGFBR1
LILRB2	TGFBR1
HAX1	TGFBR1
DDX17	TGFBR1
LILRB1	TGFBR1
ACTB	DST
DIAPH1	DST
EPHA2	DST
ETS1	DST
KRT13	DST
PDGFB	DST
RAC1	DST
WASF3	DST
ACTB	CD3G
AGTR2	CD3G
CENPF	CD3G
EGFR	CD3G
EPHA1	CD3G
ERBB2	CD3G
PTK2B	CD3G
CXCR2	CD3G
MYH9	CD3G
TSHR	CD3G
ACTB	ACTG1
ANG	ACTG1
ATP5F1B	ACTG1
EPHA3	ACTG1
EPHB1	ACTG1
HRAS	ACTG1
LEPR	ACTG1
MYH9	ACTG1
MYLK	ACTG1
PTK2	ACTG1
TJP1	ACTG1
ACTG1	ALMS1
TSC1	ALMS1
ACTG1	EIF2AK3
ANG	EIF2AK3
FAS	EIF2AK3
ARNT	EIF2AK3
ATP5F1B	EIF2AK3
BRCA1	EIF2AK3
C3	EIF2AK3
CDKN1A	EIF2AK3
DDIT3	EIF2AK3
EPHB1	EIF2AK3
ERBB2	EIF2AK3
EXT1	EIF2AK3
EXT2	EIF2AK3
FOXO3	EIF2AK3
FLT4	EIF2AK3
MTOR	EIF2AK3
HIF1A	EIF2AK3
FOXA2	EIF2AK3
IL1B	EIF2AK3
LEPR	EIF2AK3
MAP3K5	EIF2AK3
MYH9	EIF2AK3
PIK3R1	EIF2AK3
PRKD1	EIF2AK3
MAPK1	EIF2AK3
PTPN1	EIF2AK3
RASGRF2	EIF2AK3
TP53	EIF2AK3
TFEB	EIF2AK3
NRP1	EIF2AK3
BCL2L11	EIF2AK3
OS9	EIF2AK3
ACVR1	ACVR1B
AKT1	ACVR1B
FAS	ACVR1B
BAX	ACVR1B
CCND1	ACVR1B
BCL6	ACVR1B
BMPR2	ACVR1B
CASP8	ACVR1B
CCNE1	ACVR1B
CDK4	ACVR1B
CDKN1A	ACVR1B
CDKN1B	ACVR1B
CDKN2A	ACVR1B
CDKN2C	ACVR1B
RCC1	ACVR1B
CHRNB2	ACVR1B
CSNK2A1	ACVR1B
CSNK2B	ACVR1B
DDX3X	ACVR1B
E2F3	ACVR1B
EGFR	ACVR1B
ERBB2	ACVR1B
ERBB3	ACVR1B
ERBB4	ACVR1B
ETS1	ACVR1B
FOXO3	ACVR1B
GATA1	ACVR1B
GSK3A	ACVR1B
HIF1A	ACVR1B
HLA-DRB1	ACVR1B
HNF4A	ACVR1B
INHBA	ACVR1B
SMAD2	ACVR1B
SMAD3	ACVR1B
SMAD4	ACVR1B
PDGFRB	ACVR1B
PML	ACVR1B
POLE	ACVR1B
PPARG	ACVR1B
MED1	ACVR1B
PRKD1	ACVR1B
PRKDC	ACVR1B
MAP2K1	ACVR1B
PTPRK	ACVR1B
RARA	ACVR1B
RASA1	ACVR1B
SLIT3	ACVR1B
SMARCA4	ACVR1B
STAT3	ACVR1B
STAT5B	ACVR1B
TAL1	ACVR1B
TGFBR1	ACVR1B
